,author,title,source,date,target
6270,By Monique Curet ,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",Instagram posts," July 22, 2021",pants-fire
6271,By Kelsey Sena Tamakloe ,“Americans not vaccinated before 2022 will be put in camps”,Instagram posts," July 22, 2021",pants-fire
6272,By Warren Fiske ,“Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.”,Bobby  Scott," July 22, 2021",false
6273,By Tom Kertscher ,"“If the shot actually saved lives, they’d be priced so high that you literally could not afford them, you know like insulin.”",Viral image," July 21, 2021",false
6274,By Jon Greenberg ,Questions about whether she’s been vaccinated are “a violation of my HIPAA rights.”,Marjorie Taylor Greene," July 21, 2021",false
6275,By Ciara O'Rourke ,“Canada prohibits all vaxxed pilots from flying.”,Bloggers," July 21, 2021",false
6276,By Ciara O'Rourke ,Ex-AARP members wrote this letter criticizing the “Biden Regime.”,Facebook posts," July 21, 2021",barely-true
6277,By Ciara O'Rourke ,Photo shows people protesting against “vaccine tyranny” in France.,Viral image," July 21, 2021",false
6278,By Madison Czopek ,“You must give EVERY PENNY” of the advance child tax credit payments back when you file your 2021 taxes.,X posts," July 21, 2021",barely-true
6279,By Tom Kertscher ,"“Unvaccinated, you can get COVID and have over 99% chance of survival. Get vaccinated and you can still get COVID and will still have over 99% chance of survival.”",Tomi Lahren," July 21, 2021",barely-true
6280,By Ciara O'Rourke ,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook posts," July 21, 2021",false
6281,By Jon Greenberg ,Says “Jeff Bezos will put 300 (metric tons) of carbon into the atmosphere for 180 seconds in space.”,X posts," July 20, 2021",false
6282,By Ciara O'Rourke ,“Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.”,Viral image," July 20, 2021",false
6283,By Laura Schulte ,"“A farm with 2,500 dairy cattle is similar in waste load to a city of 411,000 people.”",Jill Karofsky," July 20, 2021",false
6284,By Tom Kertscher ,Says Donald Trump “won Arizona.”,Viral image," July 20, 2021",false
6285,By Ciara O'Rourke ,Says Kayleigh McEnany is John F. Kennedy Jr.’s daughter.,Viral image," July 20, 2021",false
6286,By Bill McCarthy ,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",Tucker Carlson," July 20, 2021",false
6287,By Kiannah Sepeda-Miller ,"“You may be 55 years old in [Illinois] and a citizen and not eligible for Medicaid. But if you are an undocumented immigrant and 55 or older, you’re eligible for Medicaid.”",Terri Bryant," July 20, 2021",false
6288,By Tom Kertscher ,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia,  were scanned multiple times” and “3,390 went to Biden.”",Facebook posts," July 19, 2021",false
6289,By Tom Kertscher ,"""Biden concedes 6 million votes.""",Facebook posts," July 19, 2021",pants-fire
6290,By Kelsey Sena Tamakloe ,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",X posts," July 19, 2021",pants-fire
6291,By Andy Nguyen ,"Photo shows an electric car charging station that uses ""12 gallons of diesel fuel per hour, and it takes three hours to fully charge a car to get 200 miles. That's 36 gallons for 200 miles. 5.6 mpg.""",Facebook posts," July 19, 2021",false
6292,By Gabrielle Settles ,U.S. sanctions mean “Cuba can’t trade with any country or any company whatsoever.”,Facebook posts," July 19, 2021",false
6293,By Ciara O'Rourke ,A car flooded in Germany had a sticker critical of Greta Thunberg.,Viral image," July 19, 2021",false
6294,By Tom Kertscher ,"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",Donald Trump," July 19, 2021",false
6295,By Kelsey Sena Tamakloe ,Protest video shows “resistance” to “President Macron’s plan for mandatory COVID vaccinations of all French citizens.”,Facebook posts," July 16, 2021",false
6296,By Katie Sanders ,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,Viral image," July 16, 2021",pants-fire
6297,By Brandon Mulder ,"""There is clear legal authority to handcuff and put in leg irons legislators that are trying to stop the legislature from being able to do business.""",Ted Cruz," July 16, 2021",false
6298,By Sasha Hupka ,"“Newly obtained emails show UCSF harvesting the clitorises, testicles and penises of murdered babies.”",Facebook posts," July 16, 2021",false
6299,By Monique Curet ,Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.,Facebook posts," July 15, 2021",false
6300,By Tom Kertscher ,"""The government will be infiltrating” personal text messages.",Facebook posts," July 15, 2021",false
6301,By Amy Sherman ,"New and proposed state laws on voting mean “if you are going to be standing in that line for all those hours, you can’t have any water or any food.”",Kamala Harris," July 15, 2021",barely-true
6302,By Kelsey Sena Tamakloe ,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",Facebook posts," July 15, 2021",pants-fire
6303,By Jason Asenso ,Federal agents are going “door-to-door coercing people to be injected with experimental drugs.”,Instagram posts," July 15, 2021",barely-true
6304,By Monique Curet ,Carbon dioxide “is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.”,Facebook posts," July 15, 2021",false
6305,By Paul Specht ,Says “showing up at the front doors of people’s houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.”,Mark Robinson," July 15, 2021",false
6306,By Tom Kertscher ,"Says in February Facebook post that ""Britney won.""",Facebook posts," July 14, 2021",barely-true
6307,By Kelsey Sena Tamakloe ,“BREAKING: Pennsylvania initiated a FULL audit of the RIGGED ELECTION”,Facebook posts," July 14, 2021",false
6308,By Paul Specht ,“Over 75% of (North Carolina) supports medical marijuana.”,Wiley Nickel," July 14, 2021",half-true
6309,By Samantha Putterman ,A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,Facebook posts," July 14, 2021",false
6310,By Gabrielle Settles ,“There were no guns whatsoever” at the Capitol riot on Jan. 6.,Donald Trump," July 13, 2021",false
6311,By Louis Jacobson ,"""In 2020, more people voted in America than ever in the history of America, in the middle of a once-in-a-century pandemic.""",Joe Biden," July 13, 2021",mostly-true
6312,By Ciara O'Rourke ,Says CNN reported that Joe Biden authorized “a U.S. intervention in Haiti after the assassination of President Jovenel Moïse.”,Viral image," July 13, 2021",false
6313,By Samantha Putterman ,Says this crowd video shows the ongoing protests in Cuba.,X posts," July 13, 2021",false
6314,By Ciara O'Rourke ,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,Viral image," July 13, 2021",pants-fire
6315,By Tom Kertscher ,Says Facebook imposes a 7% limit on a user’s sharing.,Viral image," July 13, 2021",false
6316,By Samantha Putterman ,"Haiti, Tanzania and Madagascar refused the COVID-19 vaccines and now all three of their presidents have died unexpectedly.",Facebook posts," July 12, 2021",false
6317,By Ciara O'Rourke ,“Lauren Boebert received a PPP loan for her restaurant.”,Facebook posts," July 12, 2021",false
6318,By Kelsey Sena Tamakloe ,"The number of children in seven countries “missing so far this year” range from 20,000 to 460,000.",Instagram posts," July 12, 2021",false
6319,By Emily Tian ,Sudden Infant Death Syndrome “is absolutely a side effect of vaccination.”,Instagram posts," July 12, 2021",false
6320,By Samantha Putterman ,A study found an “82% miscarriage rate” among women between 30 days and 20 weeks pregnant who got an mRNA COVID-19 vaccine.,Facebook posts," July 9, 2021",false
6321,By Jason Asenso ,"“In a now deleted Telegram post, former President Trump congratulated the Navy Seals on a ‘perfect beautiful whack’"" in Haiti.",Instagram posts," July 9, 2021",false
6322,By Louis Jacobson ,"“We have now created over 3 million jobs since I took office, more jobs than have ever been created in the first five months of any presidency in modern history.”",Joe Biden," July 9, 2021",half-true
6323,By Jon Greenberg ,"""Crime is escalating to a level we haven’t seen in decades as a direct result of Democrats’ defund the police movement and Biden-Harris open-border policies.""",Republican National Committee," July 9, 2021",false
6324,By Samantha Putterman ,"News organizations and sponsors ignored the accomplishments of Kim Rhode, a six-time Olympic medalist, because of her support of the Second Amendment.",Facebook posts," July 9, 2021",false
6325,By Andy Nguyen ,"If COVID-19 was real, the Duke and Duchess of Cambridge wouldn’t have been “allowed to join 50,000 other football fans inside a stadium.""",Instagram posts," July 9, 2021",false
6326,By Ciara O'Rourke ,Says Alexandria Ocasio-Cortez compared smoking marijuana and transgender women in the Olympics.,Viral image," July 9, 2021",false
6327,By Ciara O'Rourke ,A Canadian mayor said Muslims must integrate after they “demanded removal of pork in all school canteens in Montreal.”,Facebook posts," July 9, 2021",false
6328,By Tom Kertscher ,"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",Just the News," July 9, 2021",false
6329,By Brandon Mulder ,"“In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission.""",Tucker Carlson," July 9, 2021",false
6330,By Bill McCarthy ,"“We know most of our forefathers, all of our main Founding Fathers were against slavery, recognized the evils of it.”",Kayleigh McEnany," July 9, 2021",barely-true
6331,By Emily Tian ,Charcoal activated tablets “will counteract most date rape drugs.”,Facebook posts," July 9, 2021",false
6332,By Madeline Heim ,“Wisconsin is 49th in public health spending.”,Jon Erpenbach," July 9, 2021",half-true
6333,By Gabrielle Settles ,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and “beat women and held guns to their pregnant bellies.”",Facebook posts," July 8, 2021",false
6334,By Steven Rascón ,“San Francisco Allowing Children to ‘Consent’ to Covid Vaccine Without Parents Approval.”,Facebook posts," July 8, 2021",barely-true
6335,By Louis Jacobson ,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",Donald Trump," July 8, 2021",false
6336,By Ciara O'Rourke ,“Facebook said that if you support the NRA you will get kicked off.”,Facebook posts," July 8, 2021",false
