,Unnamed: 0,author,title,source,date,target
6168,6168,By Ciara O'Rourke ,say gen david berger said mandatory vaccination for marine,Facebook posts," August 12, 2021",pants-fire
6169,6169,By Amy Sherman ,the white house plan call for lockdown due the delta variant and aiming for late week august per official,Jack Posobiec," August 12, 2021",false
6170,6170,By Madison Czopek ,not unusual for hospital sit max near max capacity any given day,Erin Marie Olszewski," August 11, 2021",half-true
6171,6171,By Ciara O'Rourke ,photo show ron desantis holding shirt that say your mask useless joe biden,Viral image," August 11, 2021",false
6172,6172,By Ciara O'Rourke ,say kathy hochul nancy pelosi stepsister,Facebook posts," August 11, 2021",false
6173,6173,By Tom Kertscher ,say the surge covid case caused antibody mediated viral enhancement from the covid vaccine,Dan Stock," August 11, 2021",pants-fire
6174,6174,By Victoria Knight ,the center for disease control and prevention recent guidance student and masking lack well grounded scientific justification,Ron DeSantis," August 10, 2021",false
6175,6175,By Ciara O'Rourke ,cnn had jeffrey toobin analyzing the andrew cuomo sexual harassment allegation their legal expert,Viral image," August 10, 2021",false
6176,6176,By D.L. Davis ,are not having replacement birth rate have had more people leaving the state than coming over the last year,Kurt Bauer," August 10, 2021",half-true
6177,6177,By Ciara O'Rourke ,slain chicago police officer left behind two month old baby,Facebook posts," August 10, 2021",false
6178,6178,By Tom Kertscher ,suggests suspicious link between the covid delta variant and company named delta that work,Viral image," August 10, 2021",false
6179,6179,By Tom Kertscher ,ivermectin effective treatment for covid,Viral image," August 10, 2021",barely-true
6180,6180,By Warren Fiske ,actually have this critical race theory moved into all our school virginia,Glenn Youngkin," August 10, 2021",false
6181,6181,By Ciara O'Rourke ,pfizer ceo israel visit canceled because not fully vaccinated,Viral image," August 9, 2021",barely-true
6182,6182,By Tom Kertscher ,will need show proof anything indoors new york city but not when vote,Viral image," August 9, 2021",half-true
6183,6183,By Tom Kertscher ,the vaccine adverse event recording system show that people have died because the covid vaccine,TikTok posts," August 9, 2021",false
6184,6184,By Tom Kertscher ,unvaccinated people are making the vaccinated people sick and die but the unvaccinated people are not dead sick,Viral image," August 9, 2021",false
6185,6185,By Tom Kertscher ,say there are fewer than confirmed covid hospitalization the,Viral image," August 9, 2021",false
6186,6186,By Monique Curet ,pfizer vaccine now completely worthless israel all covid patient were previously vaccinated,Facebook posts," August 9, 2021",false
6187,6187,By Ciara O'Rourke ,due the new delta variant california will mailing ballot for recall election,Viral image," August 6, 2021",false
6188,6188,By Jason Asenso ,the survival rate for covid over for most age group,Instagram posts," August 6, 2021",false
6189,6189,By Tom Kertscher ,sweden had few covid death july despite low vaccination rate relaxed lockdown rule and low mask compliance,Steve Deace," August 6, 2021",half-true
6190,6190,By Ciara O'Rourke ,the delta delta variant mean deep sleep,Viral image," August 6, 2021",false
6191,6191,By Sabine Martin ,the population expected live just state,J.D. Scholten," August 6, 2021",mostly-true
6192,6192,By Louis Jacobson ,say joe biden ha driven the current coronavirus surge because imported more virus from around the world having wide open southern border,Ron DeSantis," August 6, 2021",false
6193,6193,By Ciara O'Rourke ,photo show laurel hubbard winning the woman weight lifting competition the olympics,Viral image," August 6, 2021",false
6194,6194,By Paul Specht ,more people have died opioid overdose north carolina recent year than have died covid,Josh Stein," August 6, 2021",barely-true
6195,6195,By Brandon Mulder ,quorum breaking texas democrat said that mail ballot fraud the greatest source voter fraud this state,Chip Roy," August 6, 2021",true
6196,6196,By Laura Schulte ,say spending democrat driving major jump car rental gas price and hotel price this summer,Tom Tiffany," August 6, 2021",barely-true
6197,6197,By Bill McCarthy ,your employer mandating any poke not quit make them fire you that way you get unemployment benefit,Facebook posts," August 5, 2021",false
6198,6198,By Kelsey Sena Tamakloe ,quote abraham lincoln saying you cannot help the poor destroying the rich,Facebook posts," August 5, 2021",false
6199,6199,By Amy Sherman ,two federal government bus stopped front mexican restaurant the very small town green cove spring florida the passenger were illegal immigrant straight from the southern border,Facebook posts," August 5, 2021",false
6200,6200,By Warren Fiske ,wearing mask ha not been demonstrated make significant impact preventing the spread covid,Bob Good," August 5, 2021",false
6201,6201,By Kiannah Sepeda-Miller ,house speaker nancy pelosi office wa calling the shot all their capitol security official action jan,Rodney Davis," August 5, 2021",barely-true
6202,6202,By Monique Curet ,cdc confesses vaccine are failing and the vaxxed can superspreaders,Instagram posts," August 4, 2021",false
6203,6203,By Tom Kertscher ,safer unvaccinated than vaccinated against covid,Viral image," August 4, 2021",false
6204,6204,By Michael Majchrowicz ,ivermectin caused substantial decrease the excess mortality rate mexico,Facebook posts," August 4, 2021",false
6205,6205,By Jon Greenberg ,say joe biden and democrat have done absolutely nothing help family struggling keep with inflation,Rick Scott," August 4, 2021",false
6206,6206,By Andy Nguyen ,fauci just told they found coronavirus variant that evades the test,Facebook posts," August 4, 2021",false
6207,6207,By Madeline Heim ,say gov tony evers ha declared wisconsin permanently closed for business,Rebecca Kleefisch," August 4, 2021",false
6208,6208,By Tom Kertscher ,the best way avoid covid altogether exercise eat healthy and let your immune system beat naturally,Facebook posts," August 3, 2021",barely-true
6209,6209,By Amy Sherman ,florida agriculture commissioner nikki fried suspended gun right due process just because she say these people were merely involved january,Facebook posts," August 3, 2021",barely-true
6210,6210,By Louis Jacobson ,the cdc ha the power extend the eviction moratorium,Nancy Pelosi," August 3, 2021",barely-true
6211,6211,By Paul Specht ,say worked pas the farm bill that helped farmer invest rural broadband and added work requirement for able bodied adult budd voted,Mark Walker," August 3, 2021",half-true
6212,6212,By Warren Fiske ,under terry mcauliffe there wa record investment education,Terry McAuliffe," August 2, 2021",barely-true
6213,6213,By Monique Curet ,thanks israel sacrifice now know that natural immunity far superior with experiencing infection while new case were previously,Facebook posts," August 2, 2021",barely-true
6214,6214,By Jason Asenso ,say novak djokovic said simone bile pressure privilege friend you are aiming the top the game you better start learning how deal with pressure,Facebook posts," August 2, 2021",barely-true
6215,6215,By Tom Kertscher ,they didn allow simone bile take her adhd medication,Facebook posts," August 2, 2021",false
6216,6216,By Ciara O'Rourke ,type diabetes gummies net the biggest deal shark tank history,Bloggers," August 2, 2021",false
6217,6217,By Ciara O'Rourke ,photo show lloyd austin without face shield after landed the philippine,Marco Rubio," August 2, 2021",barely-true
6218,6218,By Gabrielle Settles ,say the white man who wanted rosa park seat the bus wa suffering from adhd and anxiety,Facebook posts," August 2, 2021",false
6219,6219,By Warren Fiske ,when terry mcauliffe wa governor unemployment went down every single county including rural virginia nearly,Joe Biden," July 30, 2021",mostly-true
6220,6220,By Kiannah Sepeda-Miller ,you can actually use arpa american rescue plan act fund pay down state unemployment insurance fund deficit,JB Pritzker," July 30, 2021",false
6221,6221,By Amy Sherman ,mail voting requires signature verification,Facebook posts," July 30, 2021",false
6222,6222,By Tom Kertscher ,known antifa member dressed donald trump supporter and caused the capitol riot jan,Viral image," July 30, 2021",barely-true
6223,6223,By Victoria Knight ,cdc will revoke the emergency use authorization the pcr covid test because those test don differentiate between covid and flu virus translation they been adding flu case covid case when using that test,Facebook posts," July 30, 2021",false
6224,6224,By Ciara O'Rourke ,more than military tribunal testified,Facebook posts," July 30, 2021",false
6225,6225,By Jason Asenso ,patient admitted the hospital the have been fully vaccinated,Facebook posts," July 30, 2021",false
6226,6226,By Bill McCarthy ,say police officer michael fanone the same person who wa arrested after carrying confederate flag through the capitol jan,Instagram posts," July 30, 2021",pants-fire
6227,6227,By Madison Czopek ,the opening ceremony the london olympics predicted the covid pandemic,Facebook posts," July 30, 2021",pants-fire
6228,6228,By Ciara O'Rourke ,george washington mandated smallpox vaccine for the continental army,Viral image," July 30, 2021",mostly-true
